datetime,year,month,day,hour,temperature,cloud_cover,solar_irradiance,humidity
2021-09-30 21:00:00,2021,9,30,21,13.35,13.75,0.0,76.56
2021-09-30 22:00:00,2021,9,30,22,10.88,6.27,0.0,62.46
2021-09-30 23:00:00,2021,9,30,23,12.43,7.44,0.0,62.01
2021-10-01 00:00:00,2021,10,1,0,10.43,27.84,0.0,71.45
2021-10-01 01:00:00,2021,10,1,1,8.42,0.36,0.0,61.6
2021-10-01 02:00:00,2021,10,1,2,10.15,11.37,0.0,64.5
2021-10-01 03:00:00,2021,10,1,3,9.18,34.29,0.0,84.34
2021-10-01 04:00:00,2021,10,1,4,13.42,21.26,0.0,67.6
2021-10-01 05:00:00,2021,10,1,5,17.79,0.0,0.0,74.34
2021-10-01 06:00:00,2021,10,1,6,19.01,15.84,0.0,89.06
2021-10-01 07:00:00,2021,10,1,7,22.51,25.05,189.66,70.53
2021-10-01 08:00:00,2021,10,1,8,21.03,36.1,313.52,73.13
2021-10-01 09:00:00,2021,10,1,9,25.99,1.21,642.05,71.43
2021-10-01 10:00:00,2021,10,1,10,24.18,5.14,738.24,66.33
2021-10-01 11:00:00,2021,10,1,11,28.31,2.41,923.77,69.94
2021-10-01 12:00:00,2021,10,1,12,25.6,3.4,854.55,67.5
2021-10-01 13:00:00,2021,10,1,13,26.78,24.41,704.23,61.65
2021-10-01 14:00:00,2021,10,1,14,27.52,28.2,610.11,75.6
2021-10-01 15:00:00,2021,10,1,15,22.91,37.33,423.65,54.46
2021-10-01 16:00:00,2021,10,1,16,22.08,14.49,404.93,68.99
2021-10-01 17:00:00,2021,10,1,17,22.29,0.0,220.83,66.7
2021-10-01 18:00:00,2021,10,1,18,17.37,29.7,0.0,60.64
2021-10-01 19:00:00,2021,10,1,19,12.93,19.5,0.0,73.92
2021-10-01 20:00:00,2021,10,1,20,17.93,17.51,0.0,60.76
2021-10-01 21:00:00,2021,10,1,21,11.04,0.0,0.0,65.67
2021-10-01 22:00:00,2021,10,1,22,11.03,12.4,0.0,74.76
2021-10-01 23:00:00,2021,10,1,23,12.22,0.0,0.0,
2021-10-02 00:00:00,2021,10,2,0,8.22,25.82,0.0,77.89
2021-10-02 01:00:00,2021,10,2,1,7.69,7.58,0.0,68.98
2021-10-02 02:00:00,2021,10,2,2,11.02,5.79,0.0,66.8
2021-10-02 03:00:00,2021,10,2,3,8.19,0.0,0.0,58.24
2021-10-02 04:00:00,2021,10,2,4,12.86,36.72,0.0,69.99
2021-10-02 05:00:00,2021,10,2,5,15.86,11.01,0.0,69.47
2021-10-02 06:00:00,2021,10,2,6,16.9,17.92,0.0,73.64
2021-10-02 07:00:00,2021,10,2,7,16.42,1.47,217.37,65.51
2021-10-02 08:00:00,2021,10,2,8,24.63,0.0,485.79,61.47
2021-10-02 09:00:00,2021,10,2,9,23.3,5.55,611.19,71.78
2021-10-02 10:00:00,2021,10,2,10,27.23,8.75,726.95,64.65
2021-10-02 11:00:00,2021,10,2,11,24.65,22.03,643.09,73.31
2021-10-02 12:00:00,2021,10,2,12,23.68,9.08,834.33,61.02
2021-10-02 13:00:00,2021,10,2,13,25.7,1.81,892.53,75.62
2021-10-02 14:00:00,2021,10,2,14,23.93,0.0,747.47,81.19
2021-10-02 15:00:00,2021,10,2,15,20.74,17.15,573.75,67.94
2021-10-02 16:00:00,2021,10,2,16,24.38,0.25,479.6,80.06
2021-10-02 17:00:00,2021,10,2,17,18.26,42.6,143.28,75.3
2021-10-02 18:00:00,2021,10,2,18,13.76,19.18,0.0,71.96
2021-10-02 19:00:00,2021,10,2,19,18.02,27.42,0.0,69.16
2021-10-02 20:00:00,2021,10,2,20,12.43,11.2,0.0,64.92
2021-10-02 21:00:00,2021,10,2,21,10.57,20.21,0.0,78.85
2021-10-02 22:00:00,2021,10,2,22,6.98,0.0,0.0,77.24
2021-10-02 23:00:00,2021,10,2,23,13.19,0.0,0.0,60.91
2021-10-03 00:00:00,2021,10,3,0,6.66,16.36,0.0,70.53
2021-10-03 01:00:00,2021,10,3,1,9.63,27.46,0.0,63.09
2021-10-03 02:00:00,2021,10,3,2,12.13,0.0,0.0,73.41
2021-10-03 03:00:00,2021,10,3,3,12.42,6.07,0.0,75.6
2021-10-03 04:00:00,2021,10,3,4,13.12,52.89,0.0,57.1
2021-10-03 05:00:00,2021,10,3,5,11.76,25.64,0.0,68.94
2021-10-03 06:00:00,2021,10,3,6,15.62,46.81,0.0,73.0
2021-10-03 07:00:00,2021,10,3,7,19.68,3.37,241.51,70.34
2021-10-03 08:00:00,2021,10,3,8,19.66,6.89,460.03,83.87
2021-10-03 09:00:00,2021,10,3,9,23.3,35.39,434.31,57.02
2021-10-03 10:00:00,2021,10,3,10,25.53,28.52,594.92,80.45
2021-10-03 11:00:00,2021,10,3,11,26.89,14.16,732.56,62.54
2021-10-03 12:00:00,2021,10,3,12,22.78,0.0,991.6,52.46
2021-10-03 13:00:00,2021,10,3,13,29.36,39.19,511.11,72.17
2021-10-03 14:00:00,2021,10,3,14,25.7,66.26,279.28,68.6
2021-10-03 15:00:00,2021,10,3,15,22.89,0.0,638.33,70.34
2021-10-03 16:00:00,2021,10,3,16,23.42,44.12,250.61,73.78
2021-10-03 17:00:00,2021,10,3,17,24.04,6.69,214.06,74.0
2021-10-03 18:00:00,2021,10,3,18,14.36,9.38,0.0,65.36
2021-10-03 19:00:00,2021,10,3,19,14.72,21.45,0.0,76.1
2021-10-03 20:00:00,2021,10,3,20,8.48,0.0,0.0,53.47
2021-10-03 21:00:00,2021,10,3,21,11.96,15.31,0.0,68.85
2021-10-03 22:00:00,2021,10,3,22,11.04,0.0,0.0,78.64
2021-10-03 23:00:00,2021,10,3,23,9.43,25.57,0.0,71.89
2021-10-04 00:00:00,2021,10,4,0,7.73,60.61,0.0,70.34
2021-10-04 01:00:00,2021,10,4,1,5.21,3.14,0.0,67.19
2021-10-04 02:00:00,2021,10,4,2,10.85,12.56,0.0,72.72
2021-10-04 03:00:00,2021,10,4,3,14.29,13.54,0.0,67.7
2021-10-04 04:00:00,2021,10,4,4,11.85,35.66,0.0,74.96
2021-10-04 05:00:00,2021,10,4,5,15.85,24.04,0.0,65.79
2021-10-04 06:00:00,2021,10,4,6,13.9,34.34,0.0,82.15
2021-10-04 07:00:00,2021,10,4,7,20.02,5.81,228.73,74.32
2021-10-04 08:00:00,2021,10,4,8,20.25,24.6,363.62,84.44
2021-10-04 09:00:00,2021,10,4,9,21.17,0.0,607.49,66.84
2021-10-04 10:00:00,2021,10,4,10,22.44,29.28,592.22,79.74
2021-10-04 11:00:00,2021,10,4,11,23.98,0.0,904.12,59.82
2021-10-04 12:00:00,2021,10,4,12,25.8,9.38,832.65,75.72
2021-10-04 13:00:00,2021,10,4,13,22.14,30.84,618.75,69.01
2021-10-04 14:00:00,2021,10,4,14,23.17,0.0,825.86,70.89
2021-10-04 15:00:00,2021,10,4,15,22.61,37.72,390.69,75.78
2021-10-04 16:00:00,2021,10,4,16,18.84,13.45,425.51,75.89
2021-10-04 17:00:00,2021,10,4,17,22.7,44.99,126.51,76.65
2021-10-04 18:00:00,2021,10,4,18,15.33,0.0,0.0,72.76
2021-10-04 19:00:00,2021,10,4,19,13.63,0.0,0.0,74.28
2021-10-04 20:00:00,2021,10,4,20,11.08,15.35,0.0,68.17
2021-10-04 21:00:00,2021,10,4,21,14.98,27.67,0.0,64.79
2021-10-04 22:00:00,2021,10,4,22,11.21,29.35,0.0,71.27
2021-10-04 23:00:00,2021,10,4,23,7.44,0.0,0.0,52.78
2021-10-05 00:00:00,2021,10,5,0,11.05,0.0,0.0,73.63
2021-10-05 01:00:00,2021,10,5,1,9.51,9.57,0.0,77.23
2021-10-05 02:00:00,2021,10,5,2,10.42,26.15,0.0,75.23
2021-10-05 03:00:00,2021,10,5,3,10.49,25.14,0.0,65.38
2021-10-05 04:00:00,2021,10,5,4,11.34,47.26,0.0,53.92
2021-10-05 05:00:00,2021,10,5,5,15.44,8.35,0.0,75.52
2021-10-05 06:00:00,2021,10,5,6,15.75,0.0,0.0,63.96
2021-10-05 07:00:00,2021,10,5,7,22.54,39.75,143.2,59.97
2021-10-05 08:00:00,2021,10,5,8,18.3,19.72,397.21,77.86
2021-10-05 09:00:00,2021,10,5,9,25.57,21.46,494.95,59.43
2021-10-05 10:00:00,2021,10,5,10,23.54,31.16,514.37,68.9
2021-10-05 11:00:00,2021,10,5,11,25.16,41.09,533.4,84.49
2021-10-05 12:00:00,2021,10,5,12,26.5,15.36,828.18,64.94
2021-10-05 13:00:00,2021,10,5,13,23.3,39.35,567.93,61.75
2021-10-05 14:00:00,2021,10,5,14,25.49,26.86,595.02,74.33
2021-10-05 15:00:00,2021,10,5,15,17.08,2.71,597.96,72.89
2021-10-05 16:00:00,2021,10,5,16,19.4,11.15,425.72,57.01
2021-10-05 17:00:00,2021,10,5,17,17.06,28.15,179.28,70.69
2021-10-05 18:00:00,2021,10,5,18,14.33,1.64,0.0,79.7
2021-10-05 19:00:00,2021,10,5,19,14.34,33.55,0.0,81.47
2021-10-05 20:00:00,2021,10,5,20,13.61,18.98,0.0,68.19
2021-10-05 21:00:00,2021,10,5,21,12.58,23.45,0.0,74.24
2021-10-05 22:00:00,2021,10,5,22,10.39,44.63,0.0,74.61
2021-10-05 23:00:00,2021,10,5,23,7.78,22.95,0.0,78.34
2021-10-06 00:00:00,2021,10,6,0,9.38,17.14,0.0,69.88
2021-10-06 01:00:00,2021,10,6,1,9.16,14.06,0.0,80.97
2021-10-06 02:00:00,2021,10,6,2,11.58,13.02,0.0,64.77
2021-10-06 03:00:00,2021,10,6,3,12.53,21.96,0.0,76.85
2021-10-06 04:00:00,2021,10,6,4,12.7,42.98,0.0,62.59
2021-10-06 05:00:00,2021,10,6,5,12.77,3.48,0.0,56.28
2021-10-06 06:00:00,2021,10,6,6,15.33,1.96,0.0,75.5
2021-10-06 07:00:00,2021,10,6,7,17.61,41.41,129.45,94.25
2021-10-06 08:00:00,2021,10,6,8,20.01,4.39,450.28,73.17
2021-10-06 09:00:00,2021,10,6,9,22.83,20.04,526.93,68.93
2021-10-06 10:00:00,2021,10,6,10,25.0,3.88,805.24,80.54
2021-10-06 11:00:00,2021,10,6,11,24.26,0.0,886.35,67.05
2021-10-06 12:00:00,2021,10,6,12,24.67,19.68,762.04,56.49
2021-10-06 13:00:00,2021,10,6,13,24.65,38.02,542.19,78.15
2021-10-06 14:00:00,2021,10,6,14,22.53,14.47,730.81,83.04
2021-10-06 15:00:00,2021,10,6,15,20.44,0.0,653.14,71.64
2021-10-06 16:00:00,2021,10,6,16,17.13,17.9,391.01,73.11
2021-10-06 17:00:00,2021,10,6,17,17.32,0.59,219.84,65.73
2021-10-06 18:00:00,2021,10,6,18,17.58,0.0,0.0,69.3
2021-10-06 19:00:00,2021,10,6,19,13.16,14.1,0.0,72.38
2021-10-06 20:00:00,2021,10,6,20,12.16,26.07,0.0,70.96
2021-10-06 21:00:00,2021,10,6,21,11.91,39.27,0.0,70.89
2021-10-06 22:00:00,2021,10,6,22,10.75,50.85,0.0,45.48
2021-10-06 23:00:00,2021,10,6,23,6.75,28.73,0.0,71.92
2021-10-07 00:00:00,2021,10,7,0,10.43,34.29,0.0,60.31
2021-10-07 01:00:00,2021,10,7,1,10.97,0.0,0.0,74.74
2021-10-07 02:00:00,2021,10,7,2,7.25,48.05,0.0,79.39
2021-10-07 03:00:00,2021,10,7,3,9.13,40.96,0.0,75.42
2021-10-07 04:00:00,2021,10,7,4,14.82,8.27,0.0,61.75
2021-10-07 05:00:00,2021,10,7,5,14.08,29.25,0.0,64.26
2021-10-07 06:00:00,2021,10,7,6,12.0,27.24,0.0,70.4
2021-10-07 07:00:00,2021,10,7,7,15.71,45.02,135.34,77.76
2021-10-07 08:00:00,2021,10,7,8,19.94,12.59,369.73,78.89
2021-10-07 09:00:00,2021,10,7,9,19.77,0.69,653.05,73.82
2021-10-07 10:00:00,2021,10,7,10,22.54,5.82,781.94,63.22
2021-10-07 11:00:00,2021,10,7,11,24.23,33.55,595.29,80.33
2021-10-07 12:00:00,2021,10,7,12,27.36,0.0,919.7,70.73
2021-10-07 13:00:00,2021,10,7,13,23.59,0.0,886.88,67.75
2021-10-07 14:00:00,2021,10,7,14,25.51,33.5,526.79,67.04
2021-10-07 15:00:00,2021,10,7,15,24.95,21.11,532.6,58.76
2021-10-07 16:00:00,2021,10,7,16,23.31,15.98,392.62,79.73
2021-10-07 17:00:00,2021,10,7,17,19.08,0.0,225.53,69.93
2021-10-07 18:00:00,2021,10,7,18,12.51,0.0,0.0,65.4
2021-10-07 19:00:00,2021,10,7,19,15.29,2.92,0.0,75.79
2021-10-07 20:00:00,2021,10,7,20,14.54,22.85,0.0,77.23
2021-10-07 21:00:00,2021,10,7,21,10.62,3.9,0.0,57.07
2021-10-07 22:00:00,2021,10,7,22,13.0,33.62,0.0,83.34
2021-10-07 23:00:00,2021,10,7,23,10.43,0.0,0.0,88.7
2021-10-08 00:00:00,2021,10,8,0,9.38,5.14,0.0,72.08
2021-10-08 01:00:00,2021,10,8,1,10.69,29.59,0.0,73.18
2021-10-08 02:00:00,2021,10,8,2,9.98,7.99,0.0,90.41
2021-10-08 03:00:00,2021,10,8,3,5.6,8.98,0.0,62.52
2021-10-08 04:00:00,2021,10,8,4,11.24,2.65,0.0,67.09
2021-10-08 05:00:00,2021,10,8,5,16.57,0.0,0.0,75.91
2021-10-08 06:00:00,2021,10,8,6,14.63,22.61,0.0,80.44
2021-10-08 07:00:00,2021,10,8,7,17.87,25.2,179.34,71.57
2021-10-08 08:00:00,2021,10,8,8,18.15,20.07,349.94,64.75
2021-10-08 09:00:00,2021,10,8,9,25.47,3.2,621.5,81.57
2021-10-08 10:00:00,2021,10,8,10,26.53,11.49,658.62,71.2
2021-10-08 11:00:00,2021,10,8,11,22.2,47.44,468.05,71.27
2021-10-08 12:00:00,2021,10,8,12,24.54,0.0,841.59,78.7
2021-10-08 13:00:00,2021,10,8,13,22.61,53.24,391.22,83.31
2021-10-08 14:00:00,2021,10,8,14,24.4,17.52,673.99,73.18
2021-10-08 15:00:00,2021,10,8,15,22.92,11.92,547.54,75.09
2021-10-08 16:00:00,2021,10,8,16,21.87,34.59,294.44,79.63
2021-10-08 17:00:00,2021,10,8,17,18.98,0.0,248.79,69.45
2021-10-08 18:00:00,2021,10,8,18,22.11,43.13,0.0,66.87
2021-10-08 19:00:00,2021,10,8,19,12.12,52.68,0.0,68.32
2021-10-08 20:00:00,2021,10,8,20,8.82,37.28,0.0,63.9
2021-10-08 21:00:00,2021,10,8,21,9.8,0.0,0.0,62.56
2021-10-08 22:00:00,2021,10,8,22,6.18,30.81,0.0,89.03
2021-10-08 23:00:00,2021,10,8,23,5.53,48.44,0.0,64.1
2021-10-09 00:00:00,2021,10,9,0,6.04,46.3,0.0,73.76
2021-10-09 01:00:00,2021,10,9,1,6.48,0.0,0.0,70.9
2021-10-09 02:00:00,2021,10,9,2,7.21,35.77,0.0,79.98
2021-10-09 03:00:00,2021,10,9,3,11.43,51.35,0.0,72.52
2021-10-09 04:00:00,2021,10,9,4,11.03,16.03,0.0,82.68
2021-10-09 05:00:00,2021,10,9,5,13.62,0.0,0.0,70.55
2021-10-09 06:00:00,2021,10,9,6,17.84,32.01,0.0,73.55
2021-10-09 07:00:00,2021,10,9,7,16.59,36.52,147.71,77.6
2021-10-09 08:00:00,2021,10,9,8,19.52,12.66,423.81,73.18
2021-10-09 09:00:00,2021,10,9,9,22.44,0.0,626.66,75.8
2021-10-09 10:00:00,2021,10,9,10,19.09,35.08,524.95,73.86
2021-10-09 11:00:00,2021,10,9,11,19.0,0.06,854.81,60.28
2021-10-09 12:00:00,2021,10,9,12,24.74,23.39,717.46,77.71
2021-10-09 13:00:00,2021,10,9,13,24.76,46.6,498.72,81.01
2021-10-09 14:00:00,2021,10,9,14,27.1,0.0,801.27,70.55
2021-10-09 15:00:00,2021,10,9,15,22.02,33.6,458.63,69.95
2021-10-09 16:00:00,2021,10,9,16,21.69,11.31,410.49,73.94
2021-10-09 17:00:00,2021,10,9,17,17.73,11.83,223.83,87.15
2021-10-09 18:00:00,2021,10,9,18,16.64,25.73,0.0,69.31
2021-10-09 19:00:00,2021,10,9,19,17.31,0.01,0.0,76.57
2021-10-09 20:00:00,2021,10,9,20,7.8,0.0,0.0,70.19
2021-10-09 21:00:00,2021,10,9,21,11.22,0.0,0.0,76.37
2021-10-09 22:00:00,2021,10,9,22,13.39,40.08,0.0,61.38
2021-10-09 23:00:00,2021,10,9,23,8.88,8.01,0.0,85.95
2021-10-10 00:00:00,2021,10,10,0,11.15,26.76,0.0,74.85
2021-10-10 01:00:00,2021,10,10,1,6.87,5.66,0.0,69.68
2021-10-10 02:00:00,2021,10,10,2,8.86,0.0,0.0,69.9
2021-10-10 03:00:00,2021,10,10,3,10.26,28.41,0.0,74.14
2021-10-10 04:00:00,2021,10,10,4,7.42,21.92,0.0,87.93
2021-10-10 05:00:00,2021,10,10,5,11.45,10.63,0.0,84.28
2021-10-10 06:00:00,2021,10,10,6,13.66,21.4,0.0,69.76
2021-10-10 07:00:00,2021,10,10,7,19.57,0.0,239.29,72.67
2021-10-10 08:00:00,2021,10,10,8,21.6,36.58,299.94,73.07
2021-10-10 09:00:00,2021,10,10,9,22.16,41.21,371.92,56.3
2021-10-10 10:00:00,2021,10,10,10,24.43,30.55,590.76,70.07
2021-10-10 11:00:00,2021,10,10,11,23.25,7.92,765.3,73.59
2021-10-10 12:00:00,2021,10,10,12,26.26,16.55,746.32,64.65
2021-10-10 13:00:00,2021,10,10,13,23.6,46.74,492.89,85.73
2021-10-10 14:00:00,2021,10,10,14,22.9,40.99,445.54,62.91
2021-10-10 15:00:00,2021,10,10,15,20.98,55.24,299.44,63.79
2021-10-10 16:00:00,2021,10,10,16,21.22,0.0,444.55,77.45
2021-10-10 17:00:00,2021,10,10,17,17.08,0.0,222.99,74.14
2021-10-10 18:00:00,2021,10,10,18,17.81,18.05,0.0,68.29
2021-10-10 19:00:00,2021,10,10,19,11.52,23.5,0.0,79.97
2021-10-10 20:00:00,2021,10,10,20,9.65,12.52,0.0,73.86
2021-10-10 21:00:00,2021,10,10,21,11.57,7.57,0.0,86.71
2021-10-10 22:00:00,2021,10,10,22,8.75,40.71,0.0,57.68
2021-10-10 23:00:00,2021,10,10,23,7.22,13.55,0.0,67.74
2021-10-11 00:00:00,2021,10,11,0,9.44,0.0,0.0,85.47
2021-10-11 01:00:00,2021,10,11,1,6.72,0.0,0.0,76.08
2021-10-11 02:00:00,2021,10,11,2,8.33,20.24,0.0,71.39
2021-10-11 03:00:00,2021,10,11,3,12.8,75.35,0.0,69.01
2021-10-11 04:00:00,2021,10,11,4,14.74,0.0,0.0,75.03
2021-10-11 05:00:00,2021,10,11,5,16.73,9.0,0.0,
2021-10-11 06:00:00,2021,10,11,6,15.1,63.39,0.0,60.76
2021-10-11 07:00:00,2021,10,11,7,20.19,5.61,203.82,76.74
2021-10-11 08:00:00,2021,10,11,8,17.76,24.4,322.16,79.08
2021-10-11 09:00:00,2021,10,11,9,19.5,52.81,315.39,79.76
2021-10-11 10:00:00,2021,10,11,10,17.89,0.0,804.92,68.8
2021-10-11 11:00:00,2021,10,11,11,26.73,9.11,763.97,68.48
2021-10-11 12:00:00,2021,10,11,12,21.93,5.61,915.92,72.21
2021-10-11 13:00:00,2021,10,11,13,23.13,0.0,924.28,64.29
2021-10-11 14:00:00,2021,10,11,14,20.77,46.68,403.36,77.55
2021-10-11 15:00:00,2021,10,11,15,22.71,3.59,601.63,69.87
2021-10-11 16:00:00,2021,10,11,16,18.91,0.0,430.55,71.7
2021-10-11 17:00:00,2021,10,11,17,15.12,6.41,224.91,70.83
2021-10-11 18:00:00,2021,10,11,18,16.54,33.87,0.0,76.35
2021-10-11 19:00:00,2021,10,11,19,10.72,17.55,0.0,74.52
2021-10-11 20:00:00,2021,10,11,20,9.98,0.0,0.0,87.48
2021-10-11 21:00:00,2021,10,11,21,5.79,23.48,0.0,69.16
2021-10-11 22:00:00,2021,10,11,22,5.88,31.55,0.0,86.58
2021-10-11 23:00:00,2021,10,11,23,8.29,14.82,0.0,57.74
2021-10-12 00:00:00,2021,10,12,0,3.54,10.54,0.0,76.47
2021-10-12 01:00:00,2021,10,12,1,4.78,35.55,0.0,59.87
2021-10-12 02:00:00,2021,10,12,2,8.53,11.65,0.0,64.36
2021-10-12 03:00:00,2021,10,12,3,8.72,47.4,0.0,64.76
2021-10-12 04:00:00,2021,10,12,4,15.45,0.08,0.0,64.13
2021-10-12 05:00:00,2021,10,12,5,17.06,0.0,0.0,67.69
2021-10-12 06:00:00,2021,10,12,6,13.73,0.0,0.0,90.16
2021-10-12 07:00:00,2021,10,12,7,18.65,10.45,215.71,65.53
2021-10-12 08:00:00,2021,10,12,8,20.97,15.28,387.97,59.64
2021-10-12 09:00:00,2021,10,12,9,19.93,0.0,653.32,76.5
2021-10-12 10:00:00,2021,10,12,10,19.4,17.17,693.85,74.49
2021-10-12 11:00:00,2021,10,12,11,23.17,26.54,591.31,90.28
2021-10-12 12:00:00,2021,10,12,12,23.12,0.0,855.39,72.23
2021-10-12 13:00:00,2021,10,12,13,22.32,4.81,886.16,54.25
2021-10-12 14:00:00,2021,10,12,14,23.28,26.58,529.98,69.13
2021-10-12 15:00:00,2021,10,12,15,19.62,0.0,682.4,68.98
2021-10-12 16:00:00,2021,10,12,16,17.16,8.91,381.06,62.69
2021-10-12 17:00:00,2021,10,12,17,17.76,37.0,154.39,68.05
2021-10-12 18:00:00,2021,10,12,18,16.24,51.14,0.0,71.36
2021-10-12 19:00:00,2021,10,12,19,11.04,24.03,0.0,72.07
2021-10-12 20:00:00,2021,10,12,20,13.32,11.85,0.0,61.51
2021-10-12 21:00:00,2021,10,12,21,6.27,5.2,0.0,77.43
2021-10-12 22:00:00,2021,10,12,22,7.38,33.45,0.0,85.64
2021-10-12 23:00:00,2021,10,12,23,7.22,37.9,0.0,74.8
2021-10-13 00:00:00,2021,10,13,0,6.0,0.0,0.0,81.72
2021-10-13 01:00:00,2021,10,13,1,6.42,33.39,0.0,74.32
2021-10-13 02:00:00,2021,10,13,2,12.09,3.04,0.0,64.5
2021-10-13 03:00:00,2021,10,13,3,7.92,0.0,0.0,75.04
2021-10-13 04:00:00,2021,10,13,4,16.16,12.1,0.0,68.85
2021-10-13 05:00:00,2021,10,13,5,14.08,35.01,0.0,64.0
2021-10-13 06:00:00,2021,10,13,6,15.46,21.37,0.0,72.25
2021-10-13 07:00:00,2021,10,13,7,18.3,20.82,183.29,79.43
2021-10-13 08:00:00,2021,10,13,8,24.34,22.23,361.2,70.15
2021-10-13 09:00:00,2021,10,13,9,18.95,24.53,494.74,88.39
2021-10-13 10:00:00,2021,10,13,10,19.96,12.89,687.34,80.48
2021-10-13 11:00:00,2021,10,13,11,21.49,27.81,582.42,68.49
2021-10-13 12:00:00,2021,10,13,12,23.34,1.98,837.42,68.25
2021-10-13 13:00:00,2021,10,13,13,19.55,28.2,592.43,90.03
2021-10-13 14:00:00,2021,10,13,14,22.25,32.32,563.19,70.18
2021-10-13 15:00:00,2021,10,13,15,24.32,29.16,482.32,75.79
2021-10-13 16:00:00,2021,10,13,16,19.58,30.2,331.19,76.25
2021-10-13 17:00:00,2021,10,13,17,16.76,24.47,167.39,59.08
2021-10-13 18:00:00,2021,10,13,18,14.04,38.65,0.0,59.18
2021-10-13 19:00:00,2021,10,13,19,15.0,0.0,0.0,79.72
2021-10-13 20:00:00,2021,10,13,20,9.63,32.25,0.0,64.49
2021-10-13 21:00:00,2021,10,13,21,13.31,54.69,0.0,72.97
2021-10-13 22:00:00,2021,10,13,22,12.22,2.74,0.0,60.79
2021-10-13 23:00:00,2021,10,13,23,8.06,0.5,0.0,70.24
2021-10-14 00:00:00,2021,10,14,0,7.06,40.86,0.0,74.9
2021-10-14 01:00:00,2021,10,14,1,9.42,0.0,0.0,56.71
2021-10-14 02:00:00,2021,10,14,2,10.35,1.8,0.0,73.62
2021-10-14 03:00:00,2021,10,14,3,7.82,18.53,0.0,74.06
2021-10-14 04:00:00,2021,10,14,4,10.03,0.0,0.0,69.44
2021-10-14 05:00:00,2021,10,14,5,10.37,32.63,0.0,64.38
2021-10-14 06:00:00,2021,10,14,6,15.91,0.0,0.0,70.17
2021-10-14 07:00:00,2021,10,14,7,18.49,22.34,194.82,70.19
2021-10-14 08:00:00,2021,10,14,8,16.39,20.82,374.64,88.59
2021-10-14 09:00:00,2021,10,14,9,19.83,48.41,333.42,72.22
2021-10-14 10:00:00,2021,10,14,10,19.32,38.44,510.96,69.47
2021-10-14 11:00:00,2021,10,14,11,21.02,4.54,845.55,72.2
2021-10-14 12:00:00,2021,10,14,12,24.19,0.0,850.76,76.58
2021-10-14 13:00:00,2021,10,14,13,21.35,31.89,547.07,76.28
2021-10-14 14:00:00,2021,10,14,14,21.41,2.06,793.19,76.79
2021-10-14 15:00:00,2021,10,14,15,17.49,8.42,608.14,78.01
2021-10-14 16:00:00,2021,10,14,16,19.46,0.0,482.21,61.51
2021-10-14 17:00:00,2021,10,14,17,17.07,28.71,175.21,77.32
2021-10-14 18:00:00,2021,10,14,18,13.63,2.2,0.0,74.66
2021-10-14 19:00:00,2021,10,14,19,12.64,14.43,0.0,68.2
2021-10-14 20:00:00,2021,10,14,20,11.45,14.74,0.0,74.04
2021-10-14 21:00:00,2021,10,14,21,7.8,18.8,0.0,72.31
2021-10-14 22:00:00,2021,10,14,22,5.21,28.36,0.0,73.02
2021-10-14 23:00:00,2021,10,14,23,10.97,10.27,0.0,74.58
2021-10-15 00:00:00,2021,10,15,0,5.63,0.26,0.0,60.07
2021-10-15 01:00:00,2021,10,15,1,6.98,0.0,0.0,75.6
2021-10-15 02:00:00,2021,10,15,2,9.99,17.14,0.0,78.7
2021-10-15 03:00:00,2021,10,15,3,16.3,11.95,0.0,75.45
2021-10-15 04:00:00,2021,10,15,4,8.41,0.88,0.0,67.7
2021-10-15 05:00:00,2021,10,15,5,13.73,16.34,0.0,66.59
2021-10-15 06:00:00,2021,10,15,6,13.48,32.21,0.0,74.96
2021-10-15 07:00:00,2021,10,15,7,15.89,37.33,134.49,79.92
2021-10-15 08:00:00,2021,10,15,8,17.46,0.0,426.33,83.97
2021-10-15 09:00:00,2021,10,15,9,18.31,7.87,621.32,79.62
2021-10-15 10:00:00,2021,10,15,10,21.75,34.31,513.99,77.59
2021-10-15 11:00:00,2021,10,15,11,19.68,47.01,432.15,53.16
2021-10-15 12:00:00,2021,10,15,12,24.79,0.0,959.39,68.59
2021-10-15 13:00:00,2021,10,15,13,22.74,42.66,504.19,76.0
2021-10-15 14:00:00,2021,10,15,14,22.67,0.0,719.91,68.06
2021-10-15 15:00:00,2021,10,15,15,19.62,38.06,411.1,66.06
2021-10-15 16:00:00,2021,10,15,16,18.17,9.45,405.79,65.0
2021-10-15 17:00:00,2021,10,15,17,17.55,46.35,125.67,87.62
2021-10-15 18:00:00,2021,10,15,18,12.57,5.81,0.0,63.1
2021-10-15 19:00:00,2021,10,15,19,12.11,8.89,0.0,71.8
2021-10-15 20:00:00,2021,10,15,20,9.18,12.42,0.0,67.68
2021-10-15 21:00:00,2021,10,15,21,7.46,0.0,0.0,66.59
2021-10-15 22:00:00,2021,10,15,22,3.75,0.0,0.0,76.79
2021-10-15 23:00:00,2021,10,15,23,9.85,25.29,0.0,80.08
2021-10-16 00:00:00,2021,10,16,0,5.34,34.83,0.0,64.4
2021-10-16 01:00:00,2021,10,16,1,9.31,27.21,0.0,74.23
2021-10-16 02:00:00,2021,10,16,2,9.92,0.0,0.0,72.9
2021-10-16 03:00:00,2021,10,16,3,6.48,24.66,0.0,70.19
